player_name,match_date,opponent_team,venue,runs_scored,balls_faced,strike_rate,fours,sixes
Rohit Sharma,2020-04-19,Punjab Kings,"Arun Jaitley Stadium, Delhi",13,12,108.33,1,0
Rohit Sharma,2020-04-22,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",1,1,100.0,0,0
Quinton de Kock,2020-04-25,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",21,16,131.25,2,1
Rohit Sharma,2020-04-25,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",2,5,40.0,0,0
Quinton de Kock,2020-04-25,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",64,50,128.0,3,4
Jos Buttler,2020-04-25,Chennai Super Kings,"Wankhede Stadium, Mumbai",74,54,137.04,9,2
KL Rahul,2020-05-01,Rajasthan Royals,"Wankhede Stadium, Mumbai",15,8,187.5,0,1
Sanju Samson,2020-05-04,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",29,19,152.63,2,1
Kieron Pollard,2020-05-04,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",45,24,187.5,6,1
Glenn Maxwell,2020-05-04,Chennai Super Kings,"Wankhede Stadium, Mumbai",22,17,129.41,1,0
Rishabh Pant,2020-05-07,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",42,26,161.54,4,0
KL Rahul,2020-05-10,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",0,1,0.0,0,0
Shubman Gill,2020-05-10,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",53,41,129.27,3,2
Sanju Samson,2020-05-13,Rajasthan Royals,"IS Bindra Stadium, Mohali",8,1,800.0,1,0
Ishan Kishan,2020-05-13,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",59,38,155.26,6,3
Kieron Pollard,2020-05-13,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",61,44,138.64,3,1
Suresh Raina,2020-05-16,Chennai Super Kings,"Eden Gardens, Kolkata",36,21,171.43,3,0
David Warner,2020-05-16,Mumbai Indians,"Eden Gardens, Kolkata",77,51,150.98,7,1
Hardik Pandya,2020-05-19,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",30,16,187.5,2,2
Ambati Rayudu,2020-05-19,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",0,5,0.0,0,0
Kieron Pollard,2020-05-19,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",59,36,163.89,8,3
Andre Russell,2020-05-19,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",16,13,123.08,2,0
Shubman Gill,2020-05-22,Punjab Kings,"Arun Jaitley Stadium, Delhi",53,39,135.9,5,4
David Warner,2020-05-22,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",75,49,153.06,6,5
Kieron Pollard,2020-05-25,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",45,30,150.0,5,2
Virat Kohli,2020-05-25,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",57,42,135.71,8,5
Sanju Samson,2020-05-25,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",67,45,148.89,5,3
Kieron Pollard,2020-05-25,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",66,45,146.67,6,5
Hardik Pandya,2020-05-25,Delhi Capitals,"IS Bindra Stadium, Mohali",16,14,114.29,1,1
Sanju Samson,2020-05-25,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",30,23,130.43,3,2
Ambati Rayudu,2020-05-28,Delhi Capitals,"IS Bindra Stadium, Mohali",27,16,168.75,2,0
AB de Villiers,2020-05-31,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",53,34,155.88,5,2
Ishan Kishan,2020-05-31,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",5,1,500.0,0,0
Dinesh Karthik,2020-05-31,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,1,0.0,0,0
Hardik Pandya,2020-06-03,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",1,2,50.0,0,0
Hardik Pandya,2020-06-03,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",27,14,192.86,1,2
AB de Villiers,2020-06-06,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",76,51,149.02,4,1
Virat Kohli,2020-06-06,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",41,31,132.26,2,1
Ishan Kishan,2020-06-06,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",1,1,100.0,0,0
Suresh Raina,2020-06-09,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",43,33,130.3,5,2
Sanju Samson,2020-06-09,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",31,25,124.0,4,1
MS Dhoni,2020-06-12,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",59,37,159.46,3,2
Suresh Raina,2020-06-12,Delhi Capitals,"IS Bindra Stadium, Mohali",0,1,0.0,0,0
Shubman Gill,2020-06-12,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",52,44,118.18,6,2
MS Dhoni,2020-06-18,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",79,60,131.67,8,2
AB de Villiers,2020-06-21,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",81,46,176.09,5,7
Virat Kohli,2020-06-24,Delhi Capitals,"Arun Jaitley Stadium, Delhi",9,8,112.5,1,0
Shubman Gill,2020-06-24,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",12,7,171.43,0,0
Jos Buttler,2020-06-27,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",34,21,161.9,2,2
Shubman Gill,2020-06-27,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",26,22,118.18,1,1
AB de Villiers,2020-06-30,Royal Challengers Bangalore,"Eden Gardens, Kolkata",89,51,174.51,7,5
AB de Villiers,2020-07-03,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",31,24,129.17,2,0
Sanju Samson,2020-07-06,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",26,15,173.33,3,2
Glenn Maxwell,2020-07-09,Chennai Super Kings,"Wankhede Stadium, Mumbai",15,4,375.0,0,0
Hardik Pandya,2020-07-15,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",0,2,0.0,0,0
AB de Villiers,2020-07-18,Mumbai Indians,"DY Patil Stadium, Mumbai",48,28,171.43,4,4
Dinesh Karthik,2020-07-18,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",43,29,148.28,5,4
Suresh Raina,2020-07-21,Mumbai Indians,"Wankhede Stadium, Mumbai",4,1,400.0,0,0
MS Dhoni,2020-07-21,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",41,28,146.43,3,0
Sanju Samson,2020-07-24,Mumbai Indians,"DY Patil Stadium, Mumbai",42,32,131.25,5,1
Shubman Gill,2020-07-24,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",7,3,233.33,0,0
Virat Kohli,2020-07-27,Punjab Kings,"Arun Jaitley Stadium, Delhi",53,35,151.43,6,2
KL Rahul,2020-07-30,Mumbai Indians,"Eden Gardens, Kolkata",37,30,123.33,4,3
Andre Russell,2020-07-30,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",32,22,145.45,4,1
David Warner,2020-07-30,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",36,28,128.57,2,1
David Warner,2020-07-30,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",12,7,171.43,0,0
Kieron Pollard,2020-07-30,Mumbai Indians,"DY Patil Stadium, Mumbai",29,14,207.14,2,1
Virat Kohli,2020-08-05,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",7,4,175.0,0,0
Shubman Gill,2020-08-05,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",18,19,94.74,1,0
Ambati Rayudu,2020-08-05,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",29,21,138.1,1,1
Jos Buttler,2020-08-05,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",41,26,157.69,2,3
Jos Buttler,2020-08-08,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",52,35,148.57,4,4
Quinton de Kock,2020-08-14,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",31,27,114.81,2,1
Kieron Pollard,2020-08-14,Punjab Kings,"Arun Jaitley Stadium, Delhi",0,1,0.0,0,0
Rishabh Pant,2020-08-17,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",21,11,190.91,1,1
Dinesh Karthik,2020-08-20,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",33,22,150.0,4,3
Ishan Kishan,2020-08-20,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",0,1,0.0,0,0
Sanju Samson,2020-08-23,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",25,15,166.67,1,1
David Warner,2020-08-23,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",50,40,125.0,2,1
Shubman Gill,2020-08-23,Delhi Capitals,"DY Patil Stadium, Mumbai",22,12,183.33,2,0
KL Rahul,2020-08-23,Delhi Capitals,"Eden Gardens, Kolkata",45,34,132.35,2,0
Faf du Plessis,2020-08-26,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",21,20,105.0,2,1
KL Rahul,2020-08-26,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",65,44,147.73,3,1
Rishabh Pant,2020-08-26,Delhi Capitals,"Eden Gardens, Kolkata",42,31,135.48,2,3
AB de Villiers,2020-08-29,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",61,39,156.41,3,2
Rohit Sharma,2020-09-01,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",60,42,142.86,3,4
Faf du Plessis,2020-09-01,Rajasthan Royals,"DY Patil Stadium, Mumbai",77,62,124.19,5,3
KL Rahul,2020-09-01,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",29,18,161.11,3,2
Ishan Kishan,2020-09-04,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",10,11,90.91,0,0
Kieron Pollard,2020-09-04,Delhi Capitals,"DY Patil Stadium, Mumbai",22,15,146.67,3,1
Faf du Plessis,2020-09-04,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",31,20,155.0,1,2
Andre Russell,2020-09-04,Mumbai Indians,"IS Bindra Stadium, Mohali",16,4,400.0,2,1
Glenn Maxwell,2020-09-07,Delhi Capitals,"Eden Gardens, Kolkata",39,19,205.26,2,3
Suresh Raina,2020-09-07,Mumbai Indians,"IS Bindra Stadium, Mohali",46,39,117.95,4,2
Jos Buttler,2020-09-07,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",15,13,115.38,1,0
Rishabh Pant,2020-09-07,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",57,36,158.33,3,3
Andre Russell,2020-09-10,Chennai Super Kings,"Eden Gardens, Kolkata",14,11,127.27,1,0
Shubman Gill,2020-09-10,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",34,23,147.83,4,2
David Warner,2020-09-13,Punjab Kings,"IS Bindra Stadium, Mohali",12,4,300.0,1,0
KL Rahul,2020-09-16,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",30,24,125.0,3,2
Virat Kohli,2020-09-16,Mumbai Indians,"IS Bindra Stadium, Mohali",28,22,127.27,2,1
MS Dhoni,2020-09-16,Royal Challengers Bangalore,"Eden Gardens, Kolkata",18,8,225.0,1,0
Hardik Pandya,2020-09-22,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",0,5,0.0,0,0
Andre Russell,2020-09-22,Mumbai Indians,"IS Bindra Stadium, Mohali",46,29,158.62,6,1
Rishabh Pant,2020-09-22,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",55,42,130.95,3,3
AB de Villiers,2020-09-25,Mumbai Indians,"Wankhede Stadium, Mumbai",7,6,116.67,0,0
Rishabh Pant,2020-09-25,Chennai Super Kings,"Eden Gardens, Kolkata",49,28,175.0,6,1
Faf du Plessis,2020-09-28,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",38,24,158.33,3,2
Virat Kohli,2020-09-28,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",42,30,140.0,3,3
Rishabh Pant,2020-09-28,Chennai Super Kings,"Wankhede Stadium, Mumbai",26,12,216.67,3,1
Rohit Sharma,2020-10-04,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",39,33,118.18,4,1
Virat Kohli,2020-10-04,Mumbai Indians,"Wankhede Stadium, Mumbai",57,39,146.15,5,2
Dinesh Karthik,2020-10-07,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",31,26,119.23,3,1
Kieron Pollard,2020-10-13,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",0,1,0.0,0,0
Rishabh Pant,2020-10-16,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",63,44,143.18,4,5
Shubman Gill,2020-10-16,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",3,1,300.0,0,0
Suresh Raina,2020-10-16,Rajasthan Royals,"Wankhede Stadium, Mumbai",43,28,153.57,4,1
Dinesh Karthik,2020-10-16,Sunrisers Hyderabad,"Eden Gardens, Kolkata",13,5,260.0,1,1
Glenn Maxwell,2020-10-19,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",45,24,187.5,3,2
David Warner,2020-10-19,Mumbai Indians,"DY Patil Stadium, Mumbai",67,43,155.81,6,5
Rohit Sharma,2020-10-22,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",21,17,123.53,1,1
Sanju Samson,2020-10-25,Chennai Super Kings,"DY Patil Stadium, Mumbai",35,20,175.0,3,1
Rishabh Pant,2020-10-25,Chennai Super Kings,"DY Patil Stadium, Mumbai",34,26,130.77,4,2
Quinton de Kock,2020-10-28,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",79,58,136.21,10,4
Rohit Sharma,2020-10-28,Punjab Kings,"IS Bindra Stadium, Mohali",65,54,120.37,4,5
Andre Russell,2020-10-28,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",14,12,116.67,1,1
Dinesh Karthik,2020-11-03,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",65,47,138.3,3,3
Dinesh Karthik,2020-11-03,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",21,15,140.0,2,0
Dinesh Karthik,2020-11-03,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",20,16,125.0,2,1
Shubman Gill,2020-11-06,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",25,14,178.57,1,1
Sanju Samson,2020-11-06,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",6,1,600.0,0,0
Rishabh Pant,2020-11-09,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",44,26,169.23,3,1
Virat Kohli,2020-11-12,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",73,53,137.74,9,2
AB de Villiers,2020-11-12,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",0,2,0.0,0,0
Glenn Maxwell,2020-11-15,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",61,39,156.41,5,5
Quinton de Kock,2020-11-18,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",63,52,121.15,8,6
Virat Kohli,2020-11-21,Punjab Kings,"IS Bindra Stadium, Mohali",90,61,147.54,13,8
Kieron Pollard,2020-11-24,Rajasthan Royals,"IS Bindra Stadium, Mohali",20,9,222.22,1,0
Faf du Plessis,2020-11-24,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",0,1,0.0,0,0
MS Dhoni,2020-11-27,Mumbai Indians,"IS Bindra Stadium, Mohali",68,52,130.77,10,3
Hardik Pandya,2020-11-30,Royal Challengers Bangalore,"Eden Gardens, Kolkata",35,25,140.0,2,3
Andre Russell,2020-11-30,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",16,7,228.57,1,1
Dinesh Karthik,2020-11-30,Chennai Super Kings,"Wankhede Stadium, Mumbai",26,14,185.71,2,1
Andre Russell,2020-12-03,Rajasthan Royals,"DY Patil Stadium, Mumbai",8,6,133.33,0,0
Virat Kohli,2020-12-03,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",32,19,168.42,2,1
KL Rahul,2020-12-06,Chennai Super Kings,"DY Patil Stadium, Mumbai",57,44,129.55,6,2
Sanju Samson,2020-12-06,Delhi Capitals,"Arun Jaitley Stadium, Delhi",40,24,166.67,2,0
David Warner,2020-12-09,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",23,17,135.29,1,1
Rohit Sharma,2020-12-09,Rajasthan Royals,"DY Patil Stadium, Mumbai",15,12,125.0,1,0
Ambati Rayudu,2020-12-09,Punjab Kings,"DY Patil Stadium, Mumbai",0,1,0.0,0,0
Andre Russell,2020-12-12,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",3,2,150.0,0,0
Sanju Samson,2020-12-12,Punjab Kings,"IS Bindra Stadium, Mohali",64,50,128.0,4,3
Ishan Kishan,2020-12-15,Mumbai Indians,"Wankhede Stadium, Mumbai",8,6,133.33,1,0
Dinesh Karthik,2020-12-15,Mumbai Indians,"Arun Jaitley Stadium, Delhi",4,7,57.14,0,0
Kieron Pollard,2020-12-18,Delhi Capitals,"DY Patil Stadium, Mumbai",46,27,170.37,5,2
Hardik Pandya,2020-12-18,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",10,6,166.67,0,0
AB de Villiers,2020-12-18,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",43,32,134.38,6,1
Jos Buttler,2020-12-21,Mumbai Indians,"DY Patil Stadium, Mumbai",33,24,137.5,3,1
Faf du Plessis,2020-12-21,Rajasthan Royals,"DY Patil Stadium, Mumbai",57,39,146.15,6,4
Virat Kohli,2020-12-24,Mumbai Indians,"IS Bindra Stadium, Mohali",65,45,144.44,7,2
Ishan Kishan,2020-12-24,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",12,12,100.0,1,1
Kieron Pollard,2020-12-27,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",29,19,152.63,1,0
Rishabh Pant,2020-12-27,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",10,3,333.33,0,0
Jos Buttler,2020-12-27,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",32,20,160.0,2,1
Virat Kohli,2020-12-30,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",51,34,150.0,6,3
Quinton de Kock,2020-12-30,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",51,38,134.21,7,2
Jos Buttler,2021-01-02,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",46,27,170.37,2,3
Quinton de Kock,2021-01-02,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",49,36,136.11,5,1
Ishan Kishan,2021-01-02,Mumbai Indians,"Arun Jaitley Stadium, Delhi",11,6,183.33,1,0
Hardik Pandya,2021-01-02,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",32,22,145.45,2,0
Hardik Pandya,2021-01-02,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",27,22,122.73,2,2
Virat Kohli,2021-01-08,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",31,21,147.62,3,1
Virat Kohli,2021-01-08,Mumbai Indians,"IS Bindra Stadium, Mohali",60,46,130.43,3,5
MS Dhoni,2021-01-08,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",50,40,125.0,3,1
AB de Villiers,2021-01-11,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",66,45,146.67,6,6
Glenn Maxwell,2021-01-14,Mumbai Indians,"Wankhede Stadium, Mumbai",22,11,200.0,2,0
KL Rahul,2021-01-14,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",41,29,141.38,5,3
David Warner,2021-01-14,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",23,13,176.92,2,2
Rishabh Pant,2021-01-17,Rajasthan Royals,"IS Bindra Stadium, Mohali",12,8,150.0,0,0
Quinton de Kock,2021-01-17,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",87,66,131.82,4,7
Ishan Kishan,2021-01-17,Punjab Kings,"Eden Gardens, Kolkata",35,25,140.0,4,3
KL Rahul,2021-01-17,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",64,44,145.45,3,4
Faf du Plessis,2021-01-17,Rajasthan Royals,"DY Patil Stadium, Mumbai",0,4,0.0,0,0
Andre Russell,2021-01-20,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",34,21,161.9,2,3
AB de Villiers,2021-01-26,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",61,35,174.29,4,5
Virat Kohli,2021-01-26,Delhi Capitals,"Arun Jaitley Stadium, Delhi",73,52,140.38,8,1
Suresh Raina,2021-01-29,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",60,43,139.53,3,2
MS Dhoni,2021-01-29,Mumbai Indians,"Wankhede Stadium, Mumbai",26,17,152.94,3,1
Ishan Kishan,2021-02-01,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",0,1,0.0,0,0
David Warner,2021-02-04,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",47,36,130.56,6,4
Rohit Sharma,2021-02-04,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",43,35,122.86,5,2
Sanju Samson,2021-02-07,Punjab Kings,"IS Bindra Stadium, Mohali",39,25,156.0,2,0
Jos Buttler,2021-02-10,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",45,32,140.62,6,1
Glenn Maxwell,2021-02-10,Mumbai Indians,"Eden Gardens, Kolkata",0,1,0.0,0,0
Quinton de Kock,2021-02-13,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",64,44,145.45,9,1
Andre Russell,2021-02-16,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",21,7,300.0,2,0
Glenn Maxwell,2021-02-19,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",0,1,0.0,0,0
Ambati Rayudu,2021-02-22,Kolkata Knight Riders,"Eden Gardens, Kolkata",0,4,0.0,0,0
Dinesh Karthik,2021-02-22,Rajasthan Royals,"IS Bindra Stadium, Mohali",32,24,133.33,2,2
Quinton de Kock,2021-02-25,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",55,39,141.03,4,4
Jos Buttler,2021-02-25,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",7,1,700.0,0,0
Dinesh Karthik,2021-02-28,Punjab Kings,"DY Patil Stadium, Mumbai",27,21,128.57,2,2
Faf du Plessis,2021-02-28,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",39,34,114.71,3,0
Sanju Samson,2021-02-28,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",51,41,124.39,3,4
Faf du Plessis,2021-02-28,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",40,33,121.21,3,0
Hardik Pandya,2021-03-03,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",43,27,159.26,4,2
Shubman Gill,2021-03-06,Mumbai Indians,"Eden Gardens, Kolkata",66,51,129.41,8,1
Kieron Pollard,2021-03-09,Mumbai Indians,"Wankhede Stadium, Mumbai",0,1,0.0,0,0
Rishabh Pant,2021-03-09,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",10,11,90.91,1,0
Quinton de Kock,2021-03-12,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",59,48,122.92,4,1
Ishan Kishan,2021-03-18,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",24,22,109.09,3,0
Hardik Pandya,2021-03-21,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",21,14,150.0,1,0
Shubman Gill,2021-03-21,Punjab Kings,"Eden Gardens, Kolkata",84,68,123.53,6,2
Glenn Maxwell,2021-03-21,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",76,49,155.1,5,6
Jos Buttler,2021-03-21,Delhi Capitals,"M.A. Chidambaram Stadium, Chennai",62,41,151.22,3,4
Ishan Kishan,2021-03-21,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",30,20,150.0,1,1
Hardik Pandya,2021-03-24,Punjab Kings,"Wankhede Stadium, Mumbai",19,8,237.5,2,0
Rishabh Pant,2021-03-27,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",12,4,300.0,0,0
KL Rahul,2021-03-27,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",0,1,0.0,0,0
Quinton de Kock,2021-03-27,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",78,63,123.81,10,4
Sanju Samson,2021-04-02,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",39,30,130.0,4,3
Dinesh Karthik,2021-04-02,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",53,33,160.61,5,1
David Warner,2021-04-02,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",18,11,163.64,1,0
Faf du Plessis,2021-04-02,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,4,0.0,0,0
Suresh Raina,2021-04-02,Punjab Kings,"IS Bindra Stadium, Mohali",20,12,166.67,2,0
Hardik Pandya,2021-04-02,Mumbai Indians,"DY Patil Stadium, Mumbai",20,11,181.82,2,0
Andre Russell,2021-04-05,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",50,26,192.31,4,2
Faf du Plessis,2021-04-05,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",39,34,114.71,2,1
KL Rahul,2021-04-05,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",32,23,139.13,3,2
Sanju Samson,2021-04-05,Punjab Kings,"Arun Jaitley Stadium, Delhi",35,26,134.62,2,1
Faf du Plessis,2021-04-08,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",48,32,150.0,5,2
Ambati Rayudu,2021-04-08,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",35,27,129.63,2,2
Kieron Pollard,2021-04-11,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",6,3,200.0,0,0
Ishan Kishan,2021-04-11,Delhi Capitals,"Wankhede Stadium, Mumbai",4,2,200.0,0,0
Shubman Gill,2021-04-11,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",36,31,116.13,3,1
David Warner,2021-04-14,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",35,21,166.67,3,2
Faf du Plessis,2021-04-17,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",41,26,157.69,5,1
Rishabh Pant,2021-04-20,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",35,21,166.67,3,2
Hardik Pandya,2021-04-20,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",20,8,250.0,1,1
Quinton de Kock,2021-04-26,Sunrisers Hyderabad,"Eden Gardens, Kolkata",27,25,108.0,3,1
Jos Buttler,2021-04-26,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",21,12,175.0,1,0
Andre Russell,2021-04-26,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",61,29,210.34,5,3
